inchikey,kegg_id,kegg_drug_id
InChIKey=XWYBFXIUISNTQG-LWBRKPSMSA-N,C05478,
InChIKey=XMRPGKVKISIQBV-XWOJZHJZSA-N,C05479,
InChIKey=AURFZBICLPNKBZ-HONORTPWSA-N,C05480,
InChIKey=JXCOSKURGJMQSG-AZQJGLEESA-N,C05481,
InChIKey=FFPUNPBUZDTHJI-XPOJVAQCSA-N,C05482,
InChIKey=NGYONPIMXAHRCT-GSAWHMRWSA-N,C05483,
InChIKey=YWYQTGBBEZQBGO-BERLURQNSA-N,C05484,D00189
InChIKey=MOIQRAOBRXUWGN-JIUSCHCVSA-N,C05485,
InChIKey=JNHJGXQUDOYJAK-IYRCEVNGSA-N,C05487,
InChIKey=WHBHBVVOGNECLV-OBQKJFGGSA-N,C05488,D03595
InChIKey=HAFVWTUQBYRPOB-QGGNSXJXSA-N,C05489,
InChIKey=FUFLCEKSBBHCMO-UHFFFAOYSA-N,C05490,
InChIKey=LCZBQMKVFQNSJR-AVOSZYNGSA-N,C05497,
InChIKey=BFZHCUBIASXHPK-ATWVFEABSA-N,C05498,
InChIKey=PRZXKPDANWDCNC-LUWBJXLVSA-N,C05499,
InChIKey=MCKLJFJEQRYRQT-APGJSSKUSA-N,C05500,
InChIKey=ISBSSBGEYIBVTO-TYKWNDPBSA-N,C05501,
InChIKey=RZPAXNJLEKLXNO-GFKLAVDKSA-N,C05502,
InChIKey=MUOHJTRCBBDUOW-QXYWQCSFSA-N,C05503,
InChIKey=FQYGGFDZJFIDPU-JRSYHJKYSA-N,C05504,
InChIKey=VGONTNSXDCQUGY-RRKCRQDMSA-N,C05512,
InChIKey=MFGPUMDDJCTHOI-UMMCILCDSA-N,C05513,
InChIKey=PQSKWIHIUOGLHX-UHFFFAOYSA-N,C05515,
InChIKey=PWCLNQLPYQVWAB-UHFFFAOYSA-N,C05516,
InChIKey=AYFVYJQAPQTCCC-HRFVKAFMSA-N,C05519,
InChIKey=HXWZRYKURKEOSO-UHFFFAOYSA-N,C05520,
InChIKey=BNRXZEPOHPEEAS-FXQIFTODSA-N,C05526,
InChIKey=JXYLQEMXCAAMOL-UHFFFAOYSA-N,C05527,
InChIKey=BUTHMSUEBYPMKJ-UHFFFAOYSA-N,C05528,
InChIKey=DHCDFWKWKRSZHF-UHFFFAOYSA-N,C05529,
InChIKey=PYOHERBGXSPHQI-UHFFFAOYSA-N,C05533,
InChIKey=SDVXSCSNVVZWDD-UHFFFAOYSA-N,C05537,
InChIKey=RVHKMLVNOXVQRH-LURJTMIESA-N,C05539,
InChIKey=NGCXIFFZXAZRAF-UHFFFAOYSA-N,C05548,
InChIKey=JGSARLDLIJGVTE-MBNYWOFBSA-N,C05551,D02336
InChIKey=BAQMYDQNMFBZNA-ATWGWHJKSA-N,C05552,
InChIKey=KDHHWXGBNUCREU-HOTGVXAUSA-N,C05554,
InChIKey=BYEIJZFKOAXBBV-PGIIIRCOSA-N,C05556,
InChIKey=MIFYHUACUWQUKT-GTQWGBSQSA-N,C05557,
InChIKey=POJWEBKSMOTPNS-SBZSCLMQSA-N,C05560,
InChIKey=QDYTUZCWBJRHKK-UHFFFAOYSA-N,C05562,
InChIKey=VWFWNXQAMGDPGG-UHFFFAOYSA-N,C05565,
InChIKey=ACZFBYCNAVEFLC-UHFFFAOYSA-N,C05568,
InChIKey=SSISHJJTAXXQAX-ZETCQYMHSA-O,C05570,
InChIKey=ZBKFFCZXHBPGFK-OWOJBTEDSA-N,C05571,
InChIKey=UGKYJAWJZICPEX-UHFFFAOYSA-N,C05572,
InChIKey=BBJIPMIXTXKYLZ-UHFFFAOYSA-N,C05574,
InChIKey=GPPYTCRVKHULJH-QMMMGPOBSA-O,C05575,
InChIKey=MTVWFVDWRVYDOR-UHFFFAOYSA-N,C05576,
InChIKey=YUGMCLJIWGEKCK-UHFFFAOYSA-N,C05577,
InChIKey=SGNZYJXNUURYCH-UHFFFAOYSA-N,C05578,
InChIKey=IGGVVGHJSQSLFO-UHFFFAOYSA-N,C05579,
InChIKey=RGHMISIYKIHAJW-UHFFFAOYSA-N,C05580,
InChIKey=GOQGGGANVKPMNH-UHFFFAOYSA-N,C05581,
InChIKey=QRMZSPFSDQBLIX-UHFFFAOYSA-N,C05582,
InChIKey=VISAJVAPYPFKCL-UHFFFAOYSA-N,C05583,
InChIKey=CGQCWMIAEPEHNQ-UHFFFAOYSA-N,C05584,
InChIKey=CLFRCXCBWIQVRN-UHFFFAOYSA-N,C05585,
InChIKey=DIVQKHQLANKJQO-UHFFFAOYSA-N,C05587,
InChIKey=JWJCTZKFYGDABJ-VIFPVBQESA-N,C05588,
InChIKey=YNYAYWLBAHXHLL-QMMMGPOBSA-N,C05589,
InChIKey=XMBWDFGMSWQBCA-UHFFFAOYSA-N,C05590,
InChIKey=YISIGATXJQLDCC-WFTYEQLWSA-N,C05592,
InChIKey=FVMDYYGIDFPZAX-UHFFFAOYSA-N,C05593,
InChIKey=FBWPWWWZWKPJFL-UHFFFAOYSA-N,C05594,
InChIKey=CYRKYXZJUIBBJX-UHFFFAOYSA-N,C05595,
InChIKey=CPPDWYIPKSSNNM-UHFFFAOYSA-N,C05596,
InChIKey=UTYVDVLMYQPLQB-UHFFFAOYSA-N,C05598,
InChIKey=ZBCBETMBSDTINL-WFTYEQLWSA-N,C05600,
InChIKey=HNOAJOYERZTSNK-UHFFFAOYSA-N,C05601,
InChIKey=JDWYRSDDJVCWPB-LURJTMIESA-N,C05604,
InChIKey=VOXXWSYKYCBWHO-MRVPVSSYSA-N,C05607,
InChIKey=CJXMVKYNVIGQBS-OWOJBTEDSA-N,C05608,
InChIKey=CDICDSOGTRCHMG-ONEGZZNKSA-N,C05610,
InChIKey=UYWQUFXKFGHYNT-UHFFFAOYSA-N,C05613,
InChIKey=KWCCUYSXAYTNKA-UHFFFAOYSA-N,C05616,
InChIKey=GQKDZDYQXPOXEM-UHFFFAOYSA-N,C05618,
InChIKey=YFXWTVLDSKSYLW-NSCUHMNNSA-N,C05619,
InChIKey=CBQJSKKFNMDLON-SNVBAGLBSA-N,C05620,
InChIKey=JNAHTYWPEQLJRT-CQRLEKJLSA-N,C05622,
InChIKey=OVSQVDMCBVZWGM-QSOFNFLRSA-N,C05623,
InChIKey=IKGXIBQEEMLURG-NVPNHPEKSA-N,C05625,D08499
InChIKey=FUGYGGDSWSUORM-UHFFFAOYSA-N,C05627,
InChIKey=XMIIGOLPHOKFCH-UHFFFAOYSA-N,C05629,
InChIKey=SBHXYTNGIZCORC-ZDUSSCGKSA-N,C05631,
InChIKey=OBFAPCIUSYHFIE-UHFFFAOYSA-N,C05634,
InChIKey=DUUGKQCEGZLZNO-UHFFFAOYSA-N,C05635,
InChIKey=ODOPEICAGBYCFH-UHFFFAOYSA-N,C05636,
InChIKey=PYELIMVFIITPER-UHFFFAOYSA-N,C05637,
InChIKey=JANBBPTXDKFOQR-UHFFFAOYSA-N,C05638,
InChIKey=XFALURCRIGINGT-UHFFFAOYSA-N,C05639,
InChIKey=FSBKJYLVDRVPTK-UHFFFAOYSA-N,C05640,
InChIKey=ATWKTZAAIUROID-UPHRSURJSA-N,C05641,
InChIKey=JYWNYMJKURVPFH-UHFFFAOYSA-N,C05642,
InChIKey=OMYMRCXOJJZYKE-UHFFFAOYSA-N,C05643,
InChIKey=VSANSNPZLCXLRK-UHFFFAOYSA-N,C05644,
InChIKey=YCJNYHCCOXVYAF-UHFFFAOYSA-N,C05645,
InChIKey=HKNXPMPZYQXTDD-UHFFFAOYSA-N,C05646,
InChIKey=CKAXPTWYSHDIBN-UHFFFAOYSA-N,C05647,
InChIKey=LSTOUSIIVKMJBU-QMMMGPOBSA-N,C05648,
InChIKey=KVDQMARGGBLIJM-UHFFFAOYSA-N,C05649,
InChIKey=IDAICLIJTRXNER-UHFFFAOYSA-N,C05650,
InChIKey=OTDQYOVYQQZAJL-QMMMGPOBSA-N,C05651,
InChIKey=MISPYSDHCLFNAO-UHFFFAOYSA-N,C05652,
InChIKey=LLLPDUXGHXIXIW-UHFFFAOYSA-N,C05653,
InChIKey=KJVDAGWOPCLJNY-UHFFFAOYSA-N,C05654,
InChIKey=MEACACCQPBWCOO-UHFFFAOYSA-N,C05655,
InChIKey=VWBAKCRPXQBUFQ-UHFFFAOYSA-N,C05656,
InChIKey=QVXYTCLWWRPFPW-UHFFFAOYSA-N,C05657,
InChIKey=PCKPVGOLPKLUHR-UHFFFAOYSA-N,C05658,
InChIKey=JTEJPPKMYBDEMY-UHFFFAOYSA-N,C05659,
InChIKey=COCNDHOPIHDTHK-UHFFFAOYSA-N,C05660,
InChIKey=OEJZZCGRGVFWHK-WVZVXSGGSA-N,C05662,
InChIKey=CQUUHDQRJWXDPY-UHFFFAOYSA-N,C08480,
InChIKey=PCXDJQZLDDHMGX-UHFFFAOYSA-N,C05665,
InChIKey=BERBFZCUSMQABM-IEXPHMLFSA-N,C05668,
InChIKey=WBLZUCOIBUDNBV-UHFFFAOYSA-N,C05669,
InChIKey=AGSPXMVUFBBBMO-UHFFFAOYSA-N,C05670,
InChIKey=LBTABPSJONFLPO-UHFFFAOYSA-N,C05672,
InChIKey=FBADRUOBFLBKJQ-PEBGCTIMSA-N,C05673,
InChIKey=RNUGPSIGKYHQNQ-OJAKKHQRSA-O,C05674,
InChIKey=RTTXIBKRJFIBBG-UHFFFAOYSA-N,C05678,
InChIKey=KMMKKNKMHUQJAW-UHFFFAOYSA-N,C05679,
InChIKey=QVUUJUCAEDDQDR-UHFFFAOYSA-N,C05680,
InChIKey=XUYJLQHKOGNDPB-UHFFFAOYSA-N,C05682,
InChIKey=BGUPNWPPECTFDP-RUUYYOGZSA-N,C05683,
InChIKey=MCAHWIHFGHIESP-UHFFFAOYSA-L,C05684,
InChIKey=XCADVMZZFPIERR-KQYNXXCUSA-N,C05686,
InChIKey=ZKZBPNGNEQAJSX-REOHCLBHSA-N,C05688,
InChIKey=XDSSPSLGNGIIHP-VKHMYHEASA-N,C05689,
InChIKey=QALHNGMTIIHGNI-YFKPBYRVSA-O,C05690,
InChIKey=GGJFWMOVUFBSIN-AIRLBKTGSA-O,C05691,
InChIKey=UVSMMLABJBJNGH-QEOJUTTPSA-N,C05692,
InChIKey=IEFQLTYCECVOLL-ZBHICJROSA-N,C05695,
InChIKey=AZRLZPIFEZUZLW-KQYNXXCUSA-N,C05696,
InChIKey=QYHFIVBSNOWOCQ-UHFFFAOYSA-N,C05697,
InChIKey=RCWCGLALNCIQNM-VKHMYHEASA-N,C05698,
InChIKey=ZNWYDQPOUQRDLY-WHFBIAKZSA-N,C05699,
InChIKey=FXDNYOANAXWZHG-UHFFFAOYSA-N,C05702,
InChIKey=APKHDKJWSHYLEU-UHFFFAOYSA-N,C05703,
InChIKey=JULROCUWKLNBSN-IMJSIDKUSA-N,C05704,
InChIKey=CNQFMZMZJWKKEH-REOHCLBHSA-N,C05705,
InChIKey=QIFLCDIYNONQHT-FTJYXMLISA-N,C05706,
InChIKey=NBQXBIDZPLKFHR-WDSKDSINSA-N,C05707,
InChIKey=KGXZPWNBFWCDRF-YGVKFDHGSA-N,C05708,
InChIKey=QUAADUAOVLZBJM-WDSKDSINSA-N,C05711,
InChIKey=UAMZETBJZRERCQ-UHFFFAOYSA-N,C05714,
InChIKey=DXWQLTOXWVWMOH-UHFFFAOYSA-N,C05715,
InChIKey=VZSTVUJXUYNIOQ-UHFFFAOYSA-N,C05717,
InChIKey=IFTGQCOAUCEONK-UHFFFAOYSA-N,C05720,
InChIKey=QTWZICCBKBYHDM-UHFFFAOYSA-N,C05721,
InChIKey=NEDQLXHBVHSKNV-STQMWFEESA-N,C05730,
InChIKey=CUKZGOBWGGOLIQ-QRDRGOPVSA-N,C05731,
InChIKey=YHMNHCAJNORJNE-VKHMYHEASA-N,C05765,
InChIKey=QTTNOSKSLATGQB-UHFFFAOYSA-N,C05766,
InChIKey=DAFUFNRZWDWXJP-JRHDEHKPSA-N,C05767,
InChIKey=WIUGGJKHYQIGNH-UHFFFAOYSA-N,C05768,
InChIKey=VORBHEGMEBOMMB-JRHDEHKPSA-N,C05769,
InChIKey=JWFCYWSMNRLXLX-UJJXFSCMSA-N,C05770,
InChIKey=HXKKHQJGJAFBHI-UHFFFAOYSA-N,C05771,
InChIKey=AILJETHLKULYHE-IHDLTXBCSA-N,C05772,
InChIKey=ZRAQEEAQQLYOBK-OKJGWHJPSA-M,C05773,
InChIKey=XQRJFEVDQXEIAX-FGSUPGCXSA-M,C05774,
InChIKey=HLRUKOJSWOKCPP-SYQHCUMBSA-N,C05775,
InChIKey=XLFIRMYGVLUNOY-SXMZNAGASA-M,C05777,
InChIKey=KWIZRXMMFRBUML-AHGFGAHVSA-N,C05778,
InChIKey=INPDFIMLLXXDOQ-AIKFXVFZSA-N,C05786,
InChIKey=SCJLWMXOOYZBTH-BTVQFETGSA-N,C05787,
InChIKey=VKGRRZVYCXLHII-UHFFFAOYSA-N,C05789,
InChIKey=OBHRVMZSZIDDEK-UHFFFAOYSA-N,C05790,
InChIKey=KSQFFJKKJAEKTB-UHFFFAOYSA-N,C05791,
InChIKey=DEEUSUJLZQQESV-RWPZCVJISA-N,C05793,
InChIKey=KDCCOOGTVSRCHX-RWPZCVJISA-N,C05794,
InChIKey=DOKCNDVEPDZOJQ-RWPZCVJISA-N,C05795,
InChIKey=CQIKWXUXPNUNDV-RCBXBCQGSA-N,C05797,
InChIKey=PLKAGOSWVNLWHI-QZLYJVGTSA-N,C05798,
InChIKey=SWYAYSXDWCPYPJ-DUBIXASGSA-N,C05800,
InChIKey=LXZAKEGPNJYZBT-LSRIWWPWSA-N,C05801,
InChIKey=WVPRAWNIVDFQBO-DUBIXASGSA-N,C05802,
InChIKey=SCPRZSDIZDIQOW-FRICUITQSA-N,C05803,
InChIKey=RLVSEUWSBSQQOE-NSUIJKAQSA-N,C05804,
InChIKey=YPBJTTYNKXYYKL-HGJBZHBGSA-N,C05805,
InChIKey=GWMVTXXXCDWZQS-SDNWHVSQSA-N,C05807,
InChIKey=RGUSQESFCCLNEG-NTUHNPAUSA-N,C05808,
InChIKey=UTIBHEBNILDQKX-LQOKPSQISA-N,C05809,
InChIKey=VUNQJPPPTJIREN-CMAXTTDKSA-N,C05810,
InChIKey=YNPGYMZVNLIZLD-BQFKTQOQSA-N,C05811,
InChIKey=MARGKPIMNMASKJ-CMAXTTDKSA-N,C05812,
InChIKey=AFTBILPWMUSGIN-MYCGWMCTSA-N,C05813,
InChIKey=FLYBTLROCQBHMR-KFSSTAEESA-N,C05814,
InChIKey=JCTZZCUQMAEFJG-WDXILIIOSA-N,C05815,
InChIKey=QJYRAJSESKVEAE-PSASIEDQSA-N,C05817,
InChIKey=WALCBDVYDNDULV-RVDMUPIBSA-N,C05818,
InChIKey=CZHYZLLLSCZMRL-NTCAYCPXSA-N,C05819,
InChIKey=UVSYURUCZPPUQD-VQPBACBFSA-N,C05820,
InChIKey=SERBHKJMVBATSJ-BZSNNMDCSA-N,C05821,
InChIKey=UOOOPKANIPLQPU-XVFCMESISA-N,C05822,
InChIKey=OLQOVQTWRIJPRE-REOHCLBHSA-N,C05823,
InChIKey=NOKPBJYHPHHWAN-REOHCLBHSA-N,C05824,
InChIKey=KSIJECNNZVKMJG-UHFFFAOYSA-N,C05825,
InChIKey=GCQHUBANENYTLB-UHFFFAOYSA-N,C05827,
InChIKey=ZHCKPJGJQOPTLB-UHFFFAOYSA-N,C05828,
InChIKey=LCQLHJZYVOQKHU-VKHMYHEASA-N,C05829,D07130
InChIKey=BXZSKDOPGDPDEG-UHFFFAOYSA-N,C05830,
InChIKey=SXOPCLUOUFQBJV-UHFFFAOYSA-N,C05831,
InChIKey=LFUCRBSGQMAKCO-UHFFFAOYSA-N,C05832,
InChIKey=XCHBYBKNFIOSBB-UHFFFAOYSA-N,C05834,
InChIKey=ZGQVEYFFYPOUKD-UHFFFAOYSA-N,C05835,
InChIKey=DNDNWOWHUWNBCK-JZYAIQKZSA-N,C05837,
InChIKey=PMOWTIHVNWZYFI-WAYWQWQTSA-N,C05838,
InChIKey=GVRIYIMNJGULCZ-QLFWQTQQSA-N,C05839,
InChIKey=NMUOATVLLQEYHI-UHFFFAOYSA-N,C05840,
InChIKey=PUEDDPCUCPRQNY-ZYUZMQFOSA-O,C05841,
InChIKey=JLQSXXWTCJPCBC-UHFFFAOYSA-N,C05842,
InChIKey=KTLRWTOPTKGYQY-UHFFFAOYSA-N,C05843,
InChIKey=WGXUDTHMEITUBO-YFKPBYRVSA-N,C05844,
InChIKey=ZKFSHNSNRONOEA-IBNKLXSASA-N,C05845,
InChIKey=HKIMBCGCVPYUTJ-NTUHNPAUSA-N,C18131,
InChIKey=KUTXFBIHPWIDJQ-LKUDQCMESA-N,C05849,
InChIKey=ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,C05851,D07751
InChIKey=CCVYRRGZDBSHFU-UHFFFAOYSA-N,C05852,
InChIKey=WRMNZCZEMHIOCP-UHFFFAOYSA-N,C05853,D00192
InChIKey=CRVXJSNSTGEXDX-HHMSBIESSA-N,C05855,
InChIKey=YLTKXCQXTWMOIT-UHFFFAOYSA-N,C05856,
InChIKey=JMVSBFJBMXQNJW-PSTDWBAXSA-N,C17435,
InChIKey=CMBCFQGXXHOGEH-GRUWKLFASA-N,C05860,
InChIKey=LXNPFZYOWOXRQK-SGCJZEHESA-N,C05861,
InChIKey=HYYPTQKNNHAOBO-UWWLDHJCSA-N,C05864,
InChIKey=BJWUBPJLKOKNEN-RLZHQBBLSA-N,C05868,
InChIKey=WXBLSQNZKMJACT-BYEZXYKXSA-N,C05892,
InChIKey=ULXTYUPMJXVUHQ-OVTFQNCVSA-N,C05893,
InChIKey=CALJPWOWZPDIQK-PRHZHQPTSA-N,C05894,
InChIKey=CXIOLGPNCLFPPI-SUNKJSOLSA-N,C05895,
InChIKey=PNWZQTONLRRPST-KLDRQJOASA-N,C05897,
InChIKey=OXJNZXDFVLDLEI-MBCYCBSHSA-N,C05898,
InChIKey=CDRPUGZCRXZLFL-OWOJBTEDSA-N,C05901,
InChIKey=VJJZJBUCDWKPLC-UHFFFAOYSA-N,C05902,
InChIKey=IYRMWMYZSQPJKC-UHFFFAOYSA-N,C05903,
InChIKey=XVFMGWDSJLBXDZ-UHFFFAOYSA-O,C05904,
InChIKey=VEVZSMAEJFVWIL-UHFFFAOYSA-O,C05905,
InChIKey=SBZWTSHAFILOTE-SOUVJXGZSA-N,C05906,D08112
InChIKey=FSYDWKPCKNCRDI-ABLWVSNPSA-N,C05907,
InChIKey=JKHRCGUTYDNCLE-UHFFFAOYSA-O,C05908,
InChIKey=ZEACOKJOQLAYTD-SOUVJXGZSA-N,C05909,
InChIKey=USQXPEWRYWRRJD-LBPRGKRZSA-N,C05911,
InChIKey=IGJXAXFFKKRFKU-ISRBKNAYSA-N,C05912,
InChIKey=DKMLMZVDTGOEGU-AIKFXVFZSA-N,C05913,
InChIKey=QHNVWXUULMZJKD-OVSJKPMPSA-N,C05918,
InChIKey=QHNVWXUULMZJKD-IOUUIBBYSA-N,C05919,
InChIKey=UTQCSTJVMLODHM-RHCAYAJFSA-N,C05921,
InChIKey=NDXMRXXKCCKQQV-UUOKFMHZSA-N,C05922,
InChIKey=CRXOALRUOMUPMC-UMMCILCDSA-N,C05923,
InChIKey=HPEUEJRPDGMIMY-IFQPEPLCSA-N,C05924,
InChIKey=PLSQMGZYOGSOCE-XINAWCOVSA-N,C05925,
InChIKey=BMQYVXCPAOLZOK-XINAWCOVSA-N,C05926,
InChIKey=WTMBWYHMZCVPRJ-WJBIZLLUSA-N,C05927,
InChIKey=BHBZPCBOCZGPTF-UHFFFAOYSA-N,C05928,
InChIKey=UEASZQUTJQWRPJ-UHFFFAOYSA-N,C05929,
InChIKey=JCNBNOQGFSXOML-YFKPBYRVSA-N,C05931,
InChIKey=XTOKIEIBKARFSZ-LURJTMIESA-N,C05932,
InChIKey=FQWRAVYMZULPNK-BYPYZUCNSA-N,C05933,
InChIKey=DDSLGZOYEPKPSJ-UHFFFAOYSA-N,C05936,
InChIKey=XCXUZPXOFFRGGP-DMTCNVIQSA-N,C05938,
InChIKey=KWWHDNLMGLRNRN-NKWVEPMBSA-N,C05939,
InChIKey=ICMJZHFYQVZYQN-GSVOUGTGSA-N,C05941,
InChIKey=WRHZVMBBRYBTKZ-UHFFFAOYSA-N,C05942,
InChIKey=SNPLKNRPJHDVJA-ZETCQYMHSA-N,C05944,D00193
InChIKey=CCTIOCVIZPCTGO-BYPYZUCNSA-N,C05945,
InChIKey=WXSKVKPSMAHCSG-UWTATZPHSA-N,C05946,
InChIKey=HBDWQSHEVMSFGY-STHAYSLISA-N,C05947,
InChIKey=SJVWVCVZWMJXOK-NOJHDUNKSA-N,C05949,
InChIKey=SXWGPVJGNOLNHT-VFLUTPEKSA-N,C05950,
InChIKey=YEESKJGWJFYOOK-IJHYULJSSA-N,C05951,
InChIKey=OTZRAYGBFWZKMX-FRFVZSDQSA-N,C05952,
InChIKey=MYHXHCUNDDAEOZ-FOSBLDSVSA-N,C05953,
InChIKey=PRFXRIUZNKLRHM-HKVRTXJWSA-N,C05954,
InChIKey=CMBOTAQMTNMTBD-KLASNZEFSA-N,C05955,
InChIKey=SGUKUZOVHSFKPH-YNNPMVKQSA-N,C05956,
InChIKey=UQOQENZZLBSFKO-POPPZSFYSA-N,C05957,
InChIKey=TUXFWOHFPFBNEJ-GJGHEGAFSA-N,C05958,
InChIKey=PXGPLTODNUVGFL-ZWAKLXPCSA-N,C05959,
InChIKey=LOLJEILMPWPILA-AMFHKTBMSA-N,C05960,
InChIKey=KFGOFTHODYBSGM-ZUNNJUQCSA-N,C05961,
InChIKey=ROUDCKODIMKLNO-CTBSXBMHSA-N,C05962,
InChIKey=XNRNNGPBEPRNAR-VTCRGFIFSA-N,C05963,
InChIKey=KJYIVXDPWBUJBQ-UHHGALCXSA-N,C05964,
InChIKey=ZIOZYRSDNLNNNJ-LQWMCKPYSA-N,C05965,
InChIKey=BFWYTORDSFIVKP-VAEKSGALSA-N,C05966,
InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N,C05979,
InChIKey=ZGNGGJLVZZHLQM-ZRFIDHNTSA-N,C05983,
InChIKey=AFENDNXGAFYKQO-VKHMYHEASA-N,C05984,
InChIKey=IJNJLGFTSIAHEA-UHFFFAOYSA-N,C05985,
InChIKey=TVDSBUOJIPERQY-UHFFFAOYSA-N,C05986,
InChIKey=NMEYBPUHJHMRHU-IEXPHMLFSA-N,C05989,
InChIKey=KOMUHHCFAXYRPO-DGHBBABESA-N,C05990,
InChIKey=UBPVOHPZRZIJHM-WOUKDFQISA-N,C05993,
InChIKey=KLURIVUFKOVPER-ZETCQYMHSA-N,C05994,
InChIKey=COXMGTTXHPRZBO-BBVRLYRLSA-N,C05995,
InChIKey=WARAAVQLBVQAKL-DJVIHCHSSA-N,C05997,
InChIKey=PEVZKILCBDEOBT-CITAKDKDSA-N,C05998,
InChIKey=BSABBBMNWQWLLU-UHFFFAOYSA-N,C05999,
InChIKey=WWEOGFZEFHPUAM-UQCJFRAESA-N,C06000,
InChIKey=DBXBTMSZEOQQDU-VKHMYHEASA-N,C06001,
InChIKey=VOKUMXABRRXHAR-VKHMYHEASA-N,C06002,
InChIKey=VUQLHQFKACOHNZ-LURJTMIESA-N,C06006,
InChIKey=PDGXJDXVGMHUIR-UJURSFKZSA-N,C06007,
InChIKey=JVQYSWDUAOAHFM-SCSAIBSYSA-N,C06008,
InChIKey=NMDWGEGFJUBKLB-YFKPBYRVSA-N,C06010,
InChIKey=BEHLMOQXOSLGHN-UHFFFAOYSA-M,C06011,
InChIKey=WNUWWHMCMPDGLG-LHBOOPKSSA-N,C06017,
InChIKey=YHXQWYBLXUELDA-XGEGERJZSA-N,C06018,
InChIKey=UZYFNQCWJLIAKE-ZMIZWQJLSA-N,C06019,
InChIKey=ZFPNNOXCEDQJQS-SSVOXRMNSA-N,C06022,
InChIKey=GPNCBCJEDRRCDW-ACUQGRCXSA-N,C06024,
InChIKey=XAOLJGCZESYRFT-VHSKNIDJSA-N,C06025,
InChIKey=DIXUKJUHGLIZGU-OIPVZEHTSA-N,C06026,
InChIKey=OTENCPQKSBPYCM-GQCNFOOOSA-N,C06027,
InChIKey=LVBVWNJPMXCQJE-CBBDEUQJSA-N,C06028,
InChIKey=NPYQJIHHTGFBLN-HRFVKAFMSA-N,C06029,
InChIKey=CXJNNMFPXAHDPF-REOHCLBHSA-N,C06030,
InChIKey=NPYQJIHHTGFBLN-PWNYCUMCSA-N,C06031,
InChIKey=NPYQJIHHTGFBLN-STHAYSLISA-N,C06032,
InChIKey=YRWAMSXHYBBHFL-UHFFFAOYSA-N,C06033,
InChIKey=ONTAOGAXMOTXQW-DZSWIPIPSA-N,C06034,
InChIKey=OARCEFMISOKEKI-UHFFFAOYSA-N,C06035,
InChIKey=YCCILVSKPBXVIP-UHFFFAOYSA-N,C06044,
InChIKey=ILRCGYURZSFMEG-RKQHYHRCSA-N,C06046,
InChIKey=KQZBVNZAEQASKU-YFKPBYRVSA-N,C06047,
InChIKey=GHFJNBYZGVNAOV-YFKPBYRVSA-N,C06048,
InChIKey=JTWNWNJMNSJYDL-UHFFFAOYSA-N,C06050,
InChIKey=GNKXHPULSPWUAK-UHFFFAOYSA-N,C06051,
InChIKey=PPAXBSPBIWBREI-UHFFFAOYSA-N,C06052,
InChIKey=MZJFVXDTNBHTKZ-UWTATZPHSA-N,C06054,
InChIKey=FKHAKIJOKDGEII-GBXIJSLDSA-N,C06055,
InChIKey=JBNUARFQOCGDRK-GBXIJSLDSA-N,C06056,
InChIKey=KQIGMPWTAHJUMN-VKHMYHEASA-N,C06057,
InChIKey=AWQSAIIDOMEEOD-UHFFFAOYSA-N,C06066,
InChIKey=MZSPRSJAOSKAAT-UHFFFAOYSA-N,C06067,
InChIKey=DAVNRFCJMIONPO-UKRRQHHQSA-N,C06068,
InChIKey=HMCYXRFNNOPPPR-JLIMGVALSA-N,C06069,
InChIKey=PFGBAVLSGZLAAY-JYPFKNLRSA-N,C06070,
InChIKey=KMHXLGLJTQHEIM-OUEWTLASSA-N,C06071,
InChIKey=UAHWPYUMFXYFJY-UHFFFAOYSA-N,C06074,
InChIKey=MOYAFQVGZZPNRA-UHFFFAOYSA-N,C06075,
InChIKey=CRPUJAZIXJMDBK-UHFFFAOYSA-N,C06076,
InChIKey=XMGQYMWWDOXHJM-UHFFFAOYSA-N,C06078,D00194
InChIKey=GSPFUBNBRPVALJ-VIEAGMIOSA-N,C06079,
InChIKey=UKOTXHQERFPCBU-YQPARWETSA-N,C06080,
InChIKey=JLIDBLDQVAYHNE-YKALOCIXSA-N,C06082,
InChIKey=BFNSRKHIVITRJP-VJBYBJRLSA-N,C06083,
InChIKey=XDSYKASBVOZOAG-RAUXBKROSA-N,C06086,
InChIKey=RSWGJHLUYNHPMX-ONCXSQPRSA-N,C06087,
InChIKey=NOFOAYPPHIUXJR-UXXFXACISA-N,C06088,
InChIKey=JCAIWDXKLCEQEO-PGHZQYBFSA-N,C06089,
InChIKey=ONVABDHFQKWOSV-ZJXASSBSSA-N,C06090,
InChIKey=XFSBVAOIAHNAPC-XTHSEXKGSA-N,C06091,
InChIKey=MGAZMNWJFPAAIU-FEDPRYSUSA-N,C06092,
InChIKey=ZCTUNYRXJKLWPY-YBNSQJHGSA-N,C06093,
InChIKey=CZEMYYICWZPENF-VOLTXKGXSA-N,C06094,
InChIKey=AXEUUXHMKSPQAI-YTJHIPEWSA-N,C06095,
InChIKey=BKBYHSYZKIAJDA-WWSAFQOPSA-N,C06096,
InChIKey=JKQXZKUSFCKOGQ-QAYBQHTQSA-N,C06098,
